,DegreeCentrality,EigenVectorCentrality,KatzCentrality,BetweennessCentrality,ClosenessCentrality,FlowClosenessCentrality,HarmonicCentrality,LaplacianCentrality,Triangles,Clustering,Squares,GeneralizedDegree
447768560,0.0006583278472679394,9.424455157936602e-08,0.014948505407652293,0.003418595012827414,0.023975629774606984,4.0199696572134194e-05,146.59495601853484,0.0005691519635737222,0,0.0,0.09090909090909091,Counter({0: 3})
452619555,0.0006583278472679394,0.009638027802935892,0.015135092976436745,0.0018271428238655772,0.024833110814419225,4.3940385332169136e-05,160.55027335304234,0.0006070954278122832,0,0.0,0.0,Counter({0: 3})
493786371,0.0006583278472679394,1.5925855876654397e-08,0.014939209675828659,0.003215893375547376,0.022626276669165803,2.9887994557713577e-05,131.16650225783832,0.0005691519635741363,0,0.0,0.09090909090909091,Counter({0: 3})
493883620,0.0006583278472679394,1.4011909234793435e-07,0.015127497775667615,0.000742187483414156,0.02539058147050302,3.955235991092848e-05,152.71369053364077,0.0006070954278125592,0,0.0,0.07692307692307693,Counter({0: 3})
493883622,0.0008777704630239193,1.7873997241268443e-07,0.016528085786659274,0.0033540981874224476,0.025669045620715487,4.018105001983257e-05,154.736987696142,0.0008347562132430972,1,0.16666666666666666,0.0,"Counter({1: 2, 0: 2})"
493885671,0.0006583278472679394,5.031016746928407e-08,0.01494625051782667,0.0016383420091962858,0.024960425921158574,4.138891470009964e-05,152.96424953911122,0.0005691519635739982,0,0.0,0.09090909090909091,Counter({0: 3})
493885679,0.0006583278472679394,7.814928097143029e-08,0.014946071811976174,0.002536278964883295,0.025530126894310765,4.1578332281989624e-05,156.54793457266362,0.0005691519635748264,0,0.0,0.09090909090909091,Counter({0: 3})
493888787,0.0006583278472679394,4.671827795649247e-09,0.014914765901895685,0.001099748908457535,0.02208244695027694,3.9163533692893024e-05,137.18084302371366,0.0005691519635742744,0,0.0,0.0,Counter({0: 3})
493888789,0.0006583278472679394,3.6006312716792137e-09,0.014942716794099803,0.008881137011669659,0.022526619672358052,4.0027973667226565e-05,141.5542976713932,0.0005691519635727559,0,0.0,0.0,Counter({0: 3})
493893495,0.0006583278472679394,9.904429330787628e-09,0.01494627709755536,0.0006781173328346401,0.02330147724309316,4.041259150298926e-05,143.290124864847,0.0005691519635746884,0,0.0,0.09090909090909091,Counter({0: 3})
493893496,0.0006583278472679394,1.0011722577620018e-08,0.014946270987254262,0.002989399584644317,0.02316502218901072,4.029158184326974e-05,142.24853681819994,0.0005691519635739982,0,0.0,0.09090909090909091,Counter({0: 3})
493893507,0.0006583278472679394,8.592368715996643e-09,0.014945942110599235,0.0005130350920775678,0.02208844101266559,3.790649112640255e-05,134.71745161577192,0.0005691519635739982,0,0.0,0.09090909090909091,Counter({0: 3})
493893511,0.0006583278472679394,4.364279427110082e-09,0.014946207920451472,0.0026192598470375144,0.022369376975789824,3.883436584691491e-05,138.40308772368243,0.0005691519635757928,0,0.0,0.09090909090909091,Counter({0: 3})
493893512,0.0006583278472679394,4.156308236690573e-09,0.01494559412114418,0.0023150478411326095,0.022145762563601637,3.819359470956417e-05,136.7992087324366,0.0005691519635733081,0,0.0,0.09090909090909091,Counter({0: 3})
493893524,0.0006583278472679394,2.928833354211216e-08,0.014946777500366855,0.0011769883408105416,0.023255339236049093,3.790728181047013e-05,140.35497414233416,0.0005691519635734461,0,0.0,0.09090909090909091,Counter({0: 3})
493893575,0.0006583278472679394,4.308890757569944e-09,0.014949162824439364,0.001565794936706876,0.022293102689163603,3.814033113876698e-05,137.87292913848344,0.0005691519635741363,0,0.0,0.09090909090909091,Counter({0: 3})
493893576,0.0006583278472679394,1.121608726728286e-09,0.014931054686974239,0.003572135040762916,0.021750855571837008,3.8189354610550576e-05,135.79859443009724,0.0005691519635748264,0,0.0,0.0,Counter({0: 3})
493893633,0.0006583278472679394,1.1883022956546435e-09,0.014965704176895236,0.0007002597675903085,0.02113058114894347,3.79542836777558e-05,131.3564905679919,0.0005691519635737222,0,0.0,0.0,Counter({0: 3})
493893647,0.0006583278472679394,5.1665097971467556e-09,0.014943027369826304,0.0005148838467408427,0.021914237762506793,3.784088723053472e-05,134.5296591094906,0.0005691519635742744,0,0.0,0.09090909090909091,Counter({0: 3})
493893653,0.0006583278472679394,3.5886251389278735e-09,0.014914788000182394,0.0004140131951700677,0.021737471259981492,3.7086787298217136e-05,132.86329272772048,0.0005691519635751026,0,0.0,0.09090909090909091,Counter({0: 3})
493893668,0.00021944261575597982,8.060843389796742e-10,0.011926210598810529,0.0,0.021365377492510162,3.062433241891301e-05,125.03880638603022,0.0001517738569530018,0,0.0,0.0,Counter({0: 1})
493893675,0.0006583278472679394,4.15350210406997e-09,0.01494627061445815,0.002372953624148331,0.022603606061357605,3.920668712720054e-05,139.81605626475456,0.0005691519635738602,0,0.0,0.2,Counter({0: 3})
493893722,0.0006583278472679394,1.259809685452165e-07,0.015278645318793867,0.0028050708355981907,0.02508421956536099,3.905380273145158e-05,150.36334555982634,0.0006450388920508442,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
493893727,0.0006583278472679394,3.29686714993383e-08,0.014931504296221455,0.0018058410444289537,0.023641042135734962,3.795990582589749e-05,142.65204573508962,0.0005691519635742744,0,0.0,0.09090909090909091,Counter({0: 3})
493893745,0.0008777704630239193,6.497016380184568e-07,0.01667421831496157,0.009999958403230981,0.028011359445305008,4.313300418469598e-05,171.15962188999367,0.000872699677480692,1,0.16666666666666666,0.08695652173913043,"Counter({1: 2, 0: 2})"
493893746,0.0006583278472679394,2.595127682549063e-07,0.014986661344964184,0.009847435959654814,0.02693692255856431,4.087258133484336e-05,162.5224025303206,0.0005691519635742744,0,0.0,0.09090909090909091,Counter({0: 3})
493893796,0.0006583278472679394,1.023602663259551e-08,0.01497891959092104,0.00029638121046632765,0.022651244401807328,3.7319167898600486e-05,137.06791586834223,0.0005691519635733081,0,0.0,0.2,Counter({0: 3})
493893866,0.0006583278472679394,8.74401626214542e-08,0.014943079284300352,0.036795332474164034,0.028286602814383523,4.438368328347538e-05,174.93936212476498,0.0005691519635734461,0,0.0,0.09090909090909091,Counter({0: 3})
494301038,0.0008777704630239193,7.755413012681808e-07,0.01667430847355412,0.01741785017830221,0.028345898335448233,4.320758476823603e-05,173.0273842192518,0.000872699677480692,1,0.16666666666666666,0.08695652173913043,"Counter({0: 2, 1: 2})"
494406437,0.0006583278472679394,1.0087805283851887e-07,0.015136781938277857,0.0001750926186587738,0.02453112551409315,3.8952880525756965e-05,146.90339017296816,0.0006070954278131114,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
497656654,0.0006583278472679394,0.0004028515618003767,0.014945914431084353,0.03508465632267907,0.026552849318261275,4.4605475123769223e-05,175.48132625686756,0.0005691519635741363,0,0.0,0.09090909090909091,Counter({0: 3})
582545912,0.0006583278472679394,4.372325807366001e-08,0.014946341579480972,0.003073897353532441,0.029081232171232745,4.142451964102317e-05,174.51371987693634,0.0005691519635742744,0,0.0,0.2,Counter({0: 3})
582546025,0.0006583278472679394,4.081919942461033e-08,0.014946482124409943,0.0015750546114424557,0.028331975901966514,4.12622202036634e-05,169.1996022874662,0.0005691519635748264,0,0.0,0.2,Counter({0: 3})
583639286,0.0006583278472679394,4.137579631639862e-08,0.014944392501852737,0.008863560428103583,0.03083157987320961,4.655541127488541e-05,182.7680336925053,0.0005691519635737222,0,0.0,0.0,Counter({0: 3})
583639339,0.0006583278472679394,6.124503105727662e-08,0.01494676808074698,0.059898282683283406,0.03235173011117579,4.333757581246294e-05,186.11084910889917,0.0005691519635745504,0,0.0,0.09090909090909091,Counter({0: 3})
584164333,0.0006583278472679394,1.215820725889441e-07,0.01494648409618457,0.019581588482749438,0.024411410204901566,3.8682224602858996e-05,148.05102936615268,0.0005691519635744124,0,0.0,0.09090909090909091,Counter({0: 3})
584175557,0.0006583278472679394,3.326751242040728e-09,0.014942130894404826,0.09602181525711433,0.0308953341740227,4.679497758238942e-05,188.22180071233382,0.0005691519635742744,0,0.0,0.09090909090909091,Counter({0: 3})
584176466,0.0006583278472679394,4.64647965135514e-09,0.014947705580093389,0.08234184072679955,0.030269013616738626,4.682852092307737e-05,185.58895253583955,0.0005691519635735841,0,0.0,0.09090909090909091,Counter({0: 3})
584176500,0.0006583278472679394,3.854710458747002e-09,0.014946366400166944,0.028959462668798227,0.030327836121870382,4.6522811977361405e-05,183.25665667113827,0.0005691519635734461,0,0.0,0.09090909090909091,Counter({0: 3})
584176534,0.0006583278472679394,3.8135983791418414e-09,0.014947944083373327,0.03595414646569482,0.031114509862828505,4.739265731930827e-05,186.33763297610133,0.0005691519635739982,0,0.0,0.09090909090909091,Counter({0: 3})
584181372,0.0006583278472679394,3.58049641732027e-08,0.01498159195270296,0.009485878709430785,0.032142252567430314,4.710121390138893e-05,195.58903793728996,0.0005691519635737222,0,0.0,0.09090909090909091,Counter({0: 3})
584182438,0.0006583278472679394,2.1117274638968185e-08,0.014946267603317673,0.04372414508811512,0.029468823963062118,4.5863979537731984e-05,178.9759114005051,0.0005691519635746884,0,0.0,0.09090909090909091,Counter({0: 3})
584191120,0.0006583278472679394,8.869799718892257e-10,0.014946463876818715,0.0006185862435088762,0.02667376874539048,4.3478573506726626e-05,161.02682130273985,0.0005691519635742744,0,0.0,0.0,Counter({0: 3})
585214524,0.0006583278472679394,1.0358250698397643e-07,0.014946471600463196,0.052622494378526695,0.03284916201117318,4.952233912204962e-05,196.45768121066166,0.0005691519635749646,0,0.0,0.0,Counter({0: 3})
585215888,0.0006583278472679394,3.639882454885223e-09,0.014619470582398205,0.004329419033521782,0.030928884605464984,4.121486464880713e-05,175.5807597049914,0.0004932650350971523,0,0.0,0.0,Counter({0: 3})
585215917,0.0008777704630239193,9.752610925215749e-09,0.01666931118951039,0.00748308328147136,0.029366086906089096,4.44990861917711e-05,168.97536463882426,0.000872699677480554,0,0.0,0.125,Counter({0: 4})
585215936,0.0006583278472679394,3.2313041485693484e-09,0.014946307746392521,0.023927156596133727,0.03146990780705086,4.535176627302748e-05,182.0708269613874,0.0005691519635734461,0,0.0,0.09090909090909091,Counter({0: 3})
585216918,0.0006583278472679394,6.329825762321272e-06,0.014946287978520923,0.02464764161893339,0.02656910474302539,4.441118533247516e-05,166.31822312943603,0.0005691519635745504,0,0.0,0.09090909090909091,Counter({0: 3})
585216949,0.0006583278472679394,1.3522846344025597e-06,0.014946298539881199,0.018619176702686636,0.025571673073146096,4.316772259719072e-05,160.8345500935745,0.0005691519635751026,0,0.0,0.09090909090909091,Counter({0: 3})
585216952,0.0006583278472679394,8.557574348252212e-07,0.01494633628918066,0.008391419757377765,0.02501839183951336,4.3234652296934e-05,156.9451630129989,0.0005691519635739982,0,0.0,0.09090909090909091,Counter({0: 3})
585217977,0.0006583278472679394,2.7085763399657184e-06,0.014946281377742678,0.023851406169214065,0.026111919687367494,4.35680760105342e-05,163.82990758025397,0.0005691519635752406,0,0.0,0.09090909090909091,Counter({0: 3})
602550940,0.0006583278472679394,3.396143838674616e-09,0.014946279126569756,0.0003094061986357827,0.02748773999746657,3.756997638110044e-05,155.72187053078125,0.0005691519635745504,0,0.0,0.2,Counter({0: 3})
602551180,0.0006583278472679394,3.3606582592625118e-09,0.01494628037794561,0.0007019675162624806,0.027830877188696646,3.7590146539755954e-05,159.40658323752257,0.0005691519635742744,0,0.0,0.2,Counter({0: 3})
602551194,0.0006583278472679394,4.180209767551662e-09,0.01494627852590265,0.0004821120687546067,0.027738043789222518,3.728386544589975e-05,157.62259631732246,0.0005691519635755166,0,0.0,0.2,Counter({0: 3})
602558191,0.0006583278472679394,1.0002940822051227e-08,0.014945934287112102,0.001152109800929268,0.030117973629424012,4.5431903789469424e-05,173.36179177779272,0.0005691519635737222,0,0.0,0.09090909090909091,Counter({0: 3})
602558205,0.0006583278472679394,8.461281130078179e-09,0.014944481825012465,0.0016743657778743137,0.030179607406818725,4.5540189788040665e-05,173.26652470247643,0.000569151963573032,0,0.0,0.09090909090909091,Counter({0: 3})
602558218,0.0006583278472679394,8.779979335771273e-09,0.01477481756789768,0.000667456046537596,0.0296336276970698,4.433189694052971e-05,170.37870472577472,0.0005312084993372317,0,0.0,0.0,Counter({0: 3})
602558225,0.0006583278472679394,1.4050446503712135e-08,0.014944831104951815,0.0009247150818445536,0.02983462308991633,4.5332552007257875e-05,171.963681535769,0.0005691519635745504,0,0.0,0.09090909090909091,Counter({0: 3})
602599254,0.0008777704630239193,2.667511188387821e-07,0.01615778825449727,0.02059436799008261,0.028199431927177766,3.936632243388875e-05,174.7631201301396,0.0007588692847662513,0,0.0,0.058823529411764705,Counter({0: 4})
603122338,0.0006583278472679394,0.009296623387367692,0.014942666931197078,0.005460779862638151,0.02367334216473155,4.080234106420741e-05,153.9381372347894,0.0005691519635738602,0,0.0,0.09090909090909091,Counter({0: 3})
603122350,0.0006583278472679394,0.10532037036216113,0.015194895298608837,0.0001529235723651871,0.025279309464901867,4.31548258243911e-05,161.61029697135942,0.0006070954278125592,0,0.0,0.16666666666666666,Counter({0: 3})
603123376,0.0006583278472679394,0.07740751431000087,0.015190757238875056,0.00033090271672027465,0.02544232347538677,4.3009931780738275e-05,161.2584058760262,0.0006070954278125592,0,0.0,0.16666666666666666,Counter({0: 3})
603123413,0.0006583278472679394,0.05988927707117916,0.014955738181350972,0.0002779042969534539,0.02297546661826542,4.119146239765073e-05,145.49785340684755,0.0005691519635752406,0,0.0,0.09090909090909091,Counter({0: 3})
603125376,0.0006583278472679394,0.07715933317679956,0.015159336920469946,0.0003634818418392697,0.022922535211267605,4.10782662755152e-05,144.02878743163552,0.0006070954278129734,0,0.0,0.16666666666666666,Counter({0: 3})
603125394,0.0006583278472679394,0.13226862521709631,0.015178314201256003,0.00031859465568478306,0.023538709477468542,4.141150800763982e-05,149.10871293693523,0.0006070954278128354,0,0.0,0.16666666666666666,Counter({0: 3})
603125821,0.0006583278472679394,0.11120040662927498,0.015205475795581359,0.0003921703524066598,0.02307189906487168,4.139470777326366e-05,145.63092146247217,0.0006070954278129734,0,0.0,0.16666666666666666,Counter({0: 3})
603125826,0.0006583278472679394,0.05146086791061366,0.015290619803950661,0.0010179128975197197,0.024111493833235447,4.2262175986387514e-05,155.54426519199325,0.0006450388920518105,0,0.0,0.06666666666666667,Counter({0: 3})
603126711,0.0006583278472679394,0.13958825787360757,0.015212478558327311,0.00046278958944215304,0.023530687486445455,4.156596878652716e-05,148.93169718236044,0.0006070954278133875,0,0.0,0.16666666666666666,Counter({0: 3})
603131173,0.0006583278472679394,7.066699966775507e-07,0.014946277905555775,0.0030258357137431836,0.03026258118500219,4.555040503574424e-05,173.09676405377292,0.0005691519635746884,0,0.0,0.09090909090909091,Counter({0: 3})
603131183,0.0006583278472679394,2.6360687884133095e-07,0.014946242573383773,0.006062302028503866,0.029755919188225614,4.523805539163257e-05,171.63207276855738,0.0005691519635739982,0,0.0,0.09090909090909091,Counter({0: 3})
603131191,0.0006583278472679394,3.2598843953161744e-07,0.014946264070595343,0.0064255168061088585,0.029659472546926663,4.527904273214827e-05,172.79015726470075,0.0005691519635745504,0,0.0,0.09090909090909091,Counter({0: 3})
603131200,0.0006583278472679394,1.0008864799208133e-06,0.01494627810530385,0.0055003829584749815,0.03058471368358882,4.5840377082040257e-05,179.22385789921998,0.0005691519635749646,0,0.0,0.09090909090909091,Counter({0: 3})
603131203,0.0006583278472679394,1.518138439292123e-06,0.014946278116990347,0.004345683051195152,0.0306763333804552,4.5673682597598495e-05,177.95603881610904,0.0005691519635753786,0,0.0,0.09090909090909091,Counter({0: 3})
603131230,0.0006583278472679394,1.4006062504405639e-06,0.014946277924597339,0.0023934958710186537,0.03040351204931814,4.5583908504514525e-05,174.85399083595723,0.0005691519635748264,0,0.0,0.09090909090909091,Counter({0: 3})
603133363,0.0006583278472679394,4.0278595040230114e-08,0.014914748138200753,0.0037302008318900416,0.02863822326125073,4.277706059682041e-05,164.8886459980233,0.0005691519635741363,0,0.0,0.09090909090909091,Counter({0: 3})
603133877,0.0006583278472679394,4.231623587620871e-08,0.014942624386154787,0.003568050162885149,0.028559789420907495,4.343058985706882e-05,166.07443616746858,0.0005691519635751026,0,0.0,0.09090909090909091,Counter({0: 3})
603138456,0.0006583278472679394,1.2278449466844712e-08,0.014911464526902183,0.04495098886972406,0.02761416521233275,4.55276296114815e-05,172.14782760856664,0.0005691519635741363,0,0.0,0.09090909090909091,Counter({0: 3})
603138765,0.0006583278472679394,6.806026041296704e-10,0.014945807309871184,0.01344627682795542,0.027779301768438763,4.524383400668223e-05,170.13954722859484,0.0005691519635746884,0,0.0,0.09090909090909091,Counter({0: 3})
603138823,0.0006583278472679394,1.9811078446377718e-10,0.014732874151256776,0.0006520238145744722,0.02727158476812869,3.830564441663817e-05,155.72855866574884,0.0005312084993357133,0,0.0,0.0,Counter({0: 3})
603138864,0.0006583278472679394,1.7613297600697885e-09,0.014605716018745179,0.00194186030728441,0.028753509795879737,4.1836414085270004e-05,165.47736983123775,0.0004932650350977044,0,0.0,0.0,Counter({0: 3})
603141112,0.0006583278472679394,3.262600439121548e-07,0.014946243433717097,0.0036966150454873507,0.030420154604077383,4.5391660452656906e-05,171.72384544173,0.0005691519635741363,0,0.0,0.2,Counter({0: 3})
603141129,0.0006583278472679394,4.792891252242628e-07,0.014946277977788162,0.005354046101236781,0.030075634578069933,4.468802582684315e-05,170.24318163105917,0.0005691519635739982,0,0.0,0.2,Counter({0: 3})
603141659,0.0006583278472679394,5.804002535265509e-07,0.014946278428225717,0.003549381596088715,0.030434172827633187,4.468682057324047e-05,172.1736195126305,0.0005691519635746884,0,0.0,0.2,Counter({0: 3})
603141687,0.0006583278472679394,3.6949198219404503e-07,0.01494610896174893,0.0009698661180837716,0.030477935766931072,4.541254541844002e-05,172.04498946749572,0.0005691519635737222,0,0.0,0.2,Counter({0: 3})
603142506,0.0006583278472679394,2.8857927770145586e-07,0.014930198912880159,0.0037247509038063707,0.031395324804166756,4.770236368500154e-05,179.8952627127463,0.0005691519635739982,0,0.0,0.09090909090909091,Counter({0: 3})
603145135,0.0006583278472679394,2.6960647492314272e-08,0.014946599226435472,0.01247344241712461,0.031869584373623146,4.687464629436021e-05,183.68486563051033,0.0005691519635739982,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
603150703,0.00021944261575597982,2.3474768563893503e-08,0.011919579616915041,0.0,0.030218031351953528,3.4249233759113856e-05,165.49912588542065,0.00015177385695258768,0,0.0,0.0,Counter({0: 1})
603150720,0.00021944261575597982,6.397086516342438e-08,0.01192269159623,0.0,0.030585124233190597,3.5799440286307135e-05,168.11941730815255,0.00015177385695355395,0,0.0,0.0,Counter({0: 1})
603161112,0.0006583278472679394,4.076835545089298e-08,0.014950394254948504,0.015868563006726764,0.024003919007184845,3.7715720132379876e-05,152.1487235360368,0.00056915196357317,0,0.0,0.0,Counter({0: 3})
610482441,0.0006583278472679394,2.6773362707398676e-08,0.014911183604201949,0.0023892569233909724,0.027832746995016124,4.014424638117793e-05,167.93196912642986,0.0005691519635745504,0,0.0,0.09090909090909091,Counter({0: 3})
610482533,0.0006583278472679394,3.3430811374906695e-08,0.014946344572228557,0.0049131947001659374,0.025505834942490136,3.954977055985317e-05,154.39176469812915,0.0005691519635745504,0,0.0,0.09090909090909091,Counter({0: 3})
610482538,0.0006583278472679394,2.9500896669849044e-08,0.014946217910407966,0.007460223868235806,0.02605071800969542,3.985929068600384e-05,157.9988884615461,0.0005691519635726179,0,0.0,0.09090909090909091,Counter({0: 3})
643692639,0.0006583278472679394,6.489183489866777e-08,0.014966371441245583,0.002040388260243786,0.02407913300326022,3.860111264750537e-05,147.23299414366332,0.000569151963573032,0,0.0,0.09090909090909091,Counter({0: 3})
643734775,0.0006583278472679394,2.4103600270145062e-08,0.014946848646441448,0.028444580238776763,0.03161575445583022,4.591845304934274e-05,191.42127172176478,0.0005691519635735841,0,0.0,0.09090909090909091,Counter({0: 3})
643752477,0.0006583278472679394,1.5584624946860747e-09,0.014978910150470533,0.00030897178764416344,0.026387409088803448,4.214154568639887e-05,156.97581816369777,0.0005691519635749646,0,0.0,0.09090909090909091,Counter({0: 3})
643752482,0.0006583278472679394,2.4380176576230313e-09,0.014965874736650602,0.0040470734407828755,0.026913854404138956,4.16204991988478e-05,158.81536785661126,0.0005691519635751026,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
643770232,0.0006583278472679394,3.6043586904882085e-09,0.014946275692842624,0.006426056515578236,0.023233878533262635,3.8046841301867975e-05,144.7647198873749,0.0005691519635737222,0,0.0,0.09090909090909091,Counter({0: 3})
643770244,0.0006583278472679394,1.085119255887173e-08,0.01512393138622557,0.007428056141123328,0.02773855031530764,4.3994058374972796e-05,170.46159585103925,0.0006070954278122832,0,0.0,0.07692307692307693,Counter({0: 3})
643770272,0.0006583278472679394,5.312137075164713e-09,0.014624234944651725,0.004477859144597168,0.02675347701267517,3.853948950298687e-05,162.57121557763617,0.0004932650350974283,0,0.0,0.0,Counter({0: 3})
643824004,0.0006583278472679394,1.2469477927001579e-06,0.014944464903320742,0.008328310520558635,0.025864857961801515,4.233452302266352e-05,158.1545118993396,0.0005691519635737222,0,0.0,0.2,Counter({0: 3})
644598987,0.0006583278472679394,9.455583468274581e-11,0.014637772376331905,0.003617023561451219,0.025856639487973853,4.069251912602534e-05,157.1677525693989,0.0004932650350963241,0,0.0,0.0,Counter({0: 3})
674502897,0.0006583278472679394,1.1299285413286201e-07,0.015142443326578318,0.0026887835381281234,0.02701404943980082,4.0144539862953075e-05,159.66427866733935,0.000607095427811317,1,0.3333333333333333,0.0,"Counter({1: 2, 0: 1})"
674502899,0.0008777704630239193,1.6376964688701195e-07,0.016674123825899417,0.002572963699832201,0.026454657865863217,4.0623316649774984e-05,157.63119859088218,0.000872699677480554,1,0.16666666666666666,0.08695652173913043,"Counter({1: 2, 0: 2})"
736601926,0.0006583278472679394,8.742354128923356e-09,0.014946227304018324,0.0007862364288501023,0.022328493941368717,3.816391021699478e-05,136.395877800535,0.0005691519635749646,0,0.0,0.09090909090909091,Counter({0: 3})
745679979,0.0006583278472679394,3.247897189233485e-08,0.015108980644062062,0.010441325658928658,0.02284153279366432,3.755491806340718e-05,146.87674556237536,0.0006070954278118691,0,0.0,0.07692307692307693,Counter({0: 3})
745745347,0.0006583278472679394,7.735116858995101e-08,0.015127369924220231,0.0035210747248879916,0.03149840330674482,4.805980219706333e-05,187.10957649038747,0.0006070954278126974,0,0.0,0.07692307692307693,Counter({0: 3})
871173622,0.0006583278472679394,1.606766846996345e-08,0.014945245572892528,0.006641946319202668,0.029318287096608164,4.533965931039157e-05,176.0335341747178,0.0005691519635748264,0,0.0,0.09090909090909091,Counter({0: 3})
1015761221,0.0006583278472679394,1.3935449740194296e-06,0.014945791778579638,0.015061407537522064,0.0272763186247516,3.883725669973176e-05,171.08948181119587,0.0005691519635737222,0,0.0,0.2,Counter({0: 3})
1015761223,0.0006583278472679394,1.0769626090210003e-06,0.014943060539619742,0.04436761509489713,0.02752576198702538,3.867115669402393e-05,172.3364299811274,0.0005691519635737222,0,0.0,0.2,Counter({0: 3})
1097917415,0.0006583278472679394,0.00010874113513314951,0.014968440245328724,0.008144223292590392,0.023046695224271604,1.988434261285007e-05,140.34634512041112,0.0005691519635748264,0,0.0,0.0,Counter({0: 3})
1097917421,0.0006583278472679394,0.00010410353020185923,0.014949055142127871,0.023952963202237283,0.02305334088793557,1.945767985468778e-05,140.93406850813454,0.0005691519635738602,0,0.0,0.09090909090909091,Counter({0: 3})
1097917479,0.0006583278472679394,7.48686991588595e-05,0.014946866391576085,0.03288446584617453,0.023579633654144675,2.0357861885116047e-05,144.82756847601718,0.0005691519635752406,0,0.0,0.0,Counter({0: 3})
1097920969,0.0006583278472679394,8.558053091383054e-05,0.014964793686999527,0.0003993285211768063,0.02028940338379341,1.8662137613524646e-05,119.35171484327208,0.0005691519635744124,0,0.0,0.09090909090909091,Counter({0: 3})
1097920970,0.0006583278472679394,0.00010499059815671438,0.014970831471584343,0.0005529751181767552,0.022048577511128313,1.9583620825168314e-05,131.9895590825027,0.0005691519635742744,0,0.0,0.09090909090909091,Counter({0: 3})
1097920975,0.0006583278472679394,7.866905901571066e-05,0.01512451839008002,0.0008380023628987598,0.020700557375112998,1.9013173425430462e-05,122.66218029305763,0.0006070954278126974,0,0.0,0.07692307692307693,Counter({0: 3})
1097920981,0.0006583278472679394,0.00020330892634390404,0.015181973701036052,3.8108995118042176e-05,0.021137344032654576,1.9339967107962356e-05,126.68480231543883,0.000607095427811593,0,0.0,0.07692307692307693,Counter({0: 3})
1097920986,0.0006583278472679394,0.0004687095735727399,0.015173370526092356,7.37355057238845e-06,0.020300068602382374,1.8578666149947826e-05,120.177548366474,0.0006070954278121452,0,0.0,0.16666666666666666,Counter({0: 3})
1097920994,0.0006583278472679394,0.00020378477795972514,0.014970817833819157,0.0004459982378952569,0.020295638464176438,1.852219595711778e-05,119.97112923091402,0.0005691519635744124,0,0.0,0.09090909090909091,Counter({0: 3})
1097921009,0.0008777704630239193,0.0007564708981956095,0.01689384487552029,0.002029141289914593,0.02071712060664748,1.8494657828916773e-05,124.46047485195585,0.000910643141718839,1,0.16666666666666666,0.07692307692307693,"Counter({1: 2, 0: 2})"
